gene_symbol,total_groups,male_analyzable,female_analyzable,both_sex_analyzable,max_male_mice,max_female_mice,max_male_complete_data,max_female_complete_data,max_male_controls,max_female_controls
Atp12a,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Gpa33,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Gbx1,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Grb7,1,False,False,False,2.0,2.0,2.0,2.0,454.0,452.0
Dtx2,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Fkbpl,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Nipsnap3a,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Dnmt3l,1,True,False,False,4.0,4.0,4.0,2.0,959.0,950.0
Bdp1,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Cfap107,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Evl,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Pcdh20,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Apip,1,False,True,False,0.0,4.0,0.0,4.0,454.0,452.0
Zfc3h1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Zbtb12,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Polr3b,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Mmp9,1,True,True,True,6.0,8.0,6.0,8.0,767.0,745.0
Srpx2,2,True,True,False,4.0,4.0,4.0,3.0,959.0,950.0
Pls3,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Exoc3l,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Bcl7c,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Lin28b,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Slc40a1,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Map3k20,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Hsf2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Slc38a6,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Tesk2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Gas6,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Adig,2,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Pcnp,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Wdfy4,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Padi2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Col18a1,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Clec16a,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Hibch,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Dagla,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
Polq,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Psmc6,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Dnajc14,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Ssbp2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Paqr8,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Gpx6,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Klhl4,2,True,True,False,4.0,3.0,4.0,3.0,1264.0,1277.0
Gpc5,1,True,False,False,3.0,1.0,3.0,1.0,454.0,452.0
Plpp6,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Birc3,1,False,False,False,2.0,2.0,2.0,2.0,209.0,211.0
Lcp2,1,True,True,True,8.0,8.0,8.0,8.0,767.0,745.0
Pdcd2,1,True,True,True,3.0,3.0,3.0,3.0,454.0,452.0
Aig1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Eif2ak2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Atg14,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Agbl4,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Uqcrb,1,True,True,True,4.0,4.0,3.0,4.0,475.0,485.0
Tbce,1,True,True,True,4.0,4.0,3.0,3.0,475.0,485.0
Septin3,1,True,True,True,8.0,8.0,8.0,8.0,767.0,745.0
Chst11,1,False,False,False,2.0,2.0,2.0,2.0,454.0,452.0
Naa10,1,True,False,False,4.0,0.0,4.0,0.0,285.0,289.0
Asb7,1,False,False,False,8.0,8.0,2.0,1.0,1701.0,1745.0
L3mbtl2,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Slc25a35,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Prss8,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Cdc34,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ly6g6f,1,True,True,True,3.0,4.0,3.0,4.0,959.0,950.0
Prg4,1,True,True,True,9.0,7.0,7.0,4.0,1701.0,1745.0
Rab4b,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Tmem60,1,True,True,True,7.0,8.0,7.0,6.0,1701.0,1745.0
Vrk1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Adamtsl4,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Sostdc1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
B9d2,1,False,True,False,0.0,4.0,0.0,4.0,454.0,452.0
Ddx6,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Lypd6b,1,False,True,False,2.0,5.0,2.0,5.0,285.0,289.0
Exosc3,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Atp6v1b1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Zc2hc1c,1,True,True,True,7.0,7.0,4.0,4.0,1701.0,1745.0
Il18bp,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Trit1,1,True,True,True,3.0,3.0,3.0,3.0,1264.0,1277.0
Tusc1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Galntl6,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Cav2,1,False,False,False,2.0,3.0,0.0,2.0,209.0,211.0
Nme2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Dzip1l,1,True,False,False,4.0,2.0,4.0,2.0,1264.0,1277.0
Homez,1,False,True,False,0.0,4.0,0.0,4.0,454.0,452.0
Cdk8,1,False,False,False,2.0,2.0,2.0,2.0,767.0,745.0
Pus1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Apol7a,1,False,True,False,0.0,4.0,0.0,4.0,454.0,452.0
Acox3,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Fzd5,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Panx1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ube2q2l,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Angpt2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Gpx4,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Vstm2a,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Pdcd6ip,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Tmem184b,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Slc4a1ap,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Ermn,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Klf17,1,True,True,True,4.0,4.0,4.0,4.0,454.0,452.0
Fkbp6,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Fam124b,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Fbxl5,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
Arvcf,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Paqr5,1,True,True,True,8.0,8.0,8.0,8.0,1701.0,1745.0
Zswim6,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Cnpy2,2,True,True,True,8.0,7.0,4.0,3.0,1701.0,1745.0
Wnt1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Clstn1,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Niban3,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ywhaz,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Ddx42,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Ptp4a1,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Acan,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Fhip1b,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Cnksr2,2,True,True,False,4.0,4.0,4.0,4.0,1264.0,1277.0
Vnn3,1,True,True,True,7.0,8.0,7.0,8.0,1701.0,1745.0
Shh,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Slc9b1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Slc36a1,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Ppox,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Csmd1,1,False,False,False,2.0,2.0,2.0,2.0,454.0,452.0
Gnpda1,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
C1qtnf5,2,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Eif5b,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Srr,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Tmem86a,1,False,False,False,2.0,2.0,1.0,1.0,209.0,211.0
Dio1,1,True,True,True,4.0,4.0,4.0,3.0,959.0,950.0
Zfp61,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Mapkapk5,2,True,True,True,4.0,4.0,4.0,4.0,475.0,485.0
Ccdc90b,1,True,False,False,3.0,1.0,3.0,1.0,1264.0,1277.0
Nup93,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Flnb,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Stt3b,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Crisp3,1,True,True,True,3.0,3.0,3.0,3.0,83.0,64.0
Socs1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Trim14,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ptgs1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Wdr70,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Rnpepl1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Abcc2,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Zpbp2,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Lsm14a,1,True,True,True,5.0,5.0,5.0,5.0,83.0,64.0
Or8h8,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ism1,1,True,True,True,8.0,7.0,8.0,5.0,1701.0,1745.0
Skida1,2,False,True,False,2.0,4.0,2.0,4.0,454.0,452.0
Mbip,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
1700025G04Rik,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Slbp,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Dcps,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Cdh19,1,False,True,False,0.0,4.0,0.0,4.0,454.0,452.0
Gm572,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Cyb561,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Evi5,1,True,False,False,6.0,2.0,6.0,2.0,454.0,452.0
Zbtb46,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Rbm25,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Syt7,1,False,False,False,2.0,2.0,1.0,2.0,169.0,177.0
Fitm2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ryk,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ube2z,1,True,True,True,3.0,3.0,3.0,3.0,83.0,64.0
Tm4sf4,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Rasgrp4,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Synm,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Rundc1,2,True,True,False,3.0,4.0,3.0,4.0,454.0,452.0
Diaph3,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Smim17,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ces2e,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
Adam11,1,False,True,False,1.0,4.0,1.0,4.0,434.0,426.0
Adamts3,1,False,True,False,1.0,3.0,1.0,3.0,454.0,452.0
Dse,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Grik4,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Gpc4,2,True,True,False,3.0,4.0,3.0,4.0,1264.0,1277.0
Gga1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Cyp17a1,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
Stk36,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Rnf133,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Slc22a3,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Fbxo41,1,False,True,False,2.0,3.0,2.0,3.0,285.0,289.0
Kifap3,1,True,False,False,3.0,1.0,3.0,1.0,454.0,452.0
Agl,2,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Casc3,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Cmtm4,1,False,True,False,0.0,4.0,0.0,4.0,454.0,452.0
Casq2,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Tas2r138,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Arf3,1,True,True,True,4.0,4.0,3.0,4.0,475.0,485.0
Ly6g6d,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Fam107a,1,True,True,True,4.0,4.0,3.0,3.0,959.0,950.0
Taar6,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Tmc5,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Slc9a1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
1700001O22Rik,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Dnajc8,1,False,True,False,2.0,5.0,2.0,5.0,454.0,452.0
Acvr1c,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Cgn,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Acbd5,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Clstn2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Zfp182,2,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Dapk3,1,False,False,False,2.0,2.0,2.0,1.0,209.0,211.0
Btnl4,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Prkag2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Sacs,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Krt33a,1,True,True,True,7.0,8.0,3.0,3.0,1701.0,1745.0
Sdhaf2,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Daxx,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Dcaf15,1,True,True,True,7.0,8.0,7.0,8.0,1701.0,1745.0
Gars1,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Setd6,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Foxp1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Leprot,2,True,True,False,4.0,3.0,4.0,3.0,454.0,452.0
Rnd3,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Tmem169,1,True,True,True,3.0,3.0,3.0,3.0,83.0,64.0
Sntn,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Itfg2,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Knstrn,1,True,True,True,5.0,8.0,5.0,8.0,767.0,745.0
Mocos,1,True,True,True,3.0,5.0,3.0,5.0,767.0,745.0
Dctn1,1,False,True,False,0.0,4.0,0.0,4.0,454.0,452.0
Fmo5,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Rbbp4,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Spata22,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Dbf4,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
B3galnt2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Mtarc1,1,False,False,False,2.0,2.0,2.0,2.0,36.0,34.0
Tbx22,2,True,True,False,4.0,4.0,4.0,4.0,1264.0,1277.0
Xpnpep3,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Lamtor1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Scn4a,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Slc39a4,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Rnf25,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Aplnr,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Actrt3,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Spata13,1,False,False,False,1.0,2.0,1.0,2.0,169.0,177.0
Pram1,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Gm5447,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Gm13547,1,True,False,False,3.0,1.0,3.0,1.0,454.0,452.0
Igflr1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Nrxn2,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Wnt3,1,True,True,True,3.0,3.0,3.0,3.0,454.0,452.0
Gpr119,1,False,False,False,,,,,,
Antkmt,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Crmp1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Muc3a,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Hpse,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Adgrl4,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Ebf1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Prdm10,1,False,False,False,2.0,2.0,2.0,2.0,767.0,745.0
Ccdc134,1,True,False,False,3.0,1.0,3.0,1.0,454.0,452.0
Defb14,1,False,True,False,0.0,4.0,0.0,4.0,454.0,452.0
Brap,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Magi3,1,False,False,False,,,,,,
Pced1a,1,True,True,True,4.0,3.0,4.0,3.0,454.0,452.0
Retreg1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Spata2,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Acap2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Golph3,2,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Abca14,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Fndc4,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Gal,1,True,False,False,4.0,0.0,4.0,0.0,239.0,57.0
Olah,1,False,True,False,2.0,6.0,2.0,6.0,285.0,289.0
Gpr137b,1,True,False,False,4.0,2.0,4.0,2.0,434.0,426.0
Nim1k,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Trp73,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Nog,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Zfyve19,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Dlgap1,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Tecpr2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Grin3b,1,False,False,False,2.0,1.0,2.0,1.0,169.0,177.0
Trim55,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Plaa,1,False,False,False,2.0,2.0,2.0,2.0,209.0,211.0
Parp12,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Cep95,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Prss48,1,True,True,True,7.0,8.0,6.0,6.0,1701.0,1745.0
Aass,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Rasal3,1,True,True,True,3.0,3.0,3.0,3.0,767.0,745.0
Il1r1,1,True,True,True,8.0,8.0,7.0,7.0,1701.0,1745.0
Dctn6,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ang6,1,True,True,True,3.0,3.0,3.0,3.0,285.0,289.0
Fndc9,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Hdac4,1,True,True,True,8.0,8.0,6.0,6.0,1701.0,1745.0
Syt14,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Caap1,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Iqgap2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Cchcr1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Zfp111,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Rwdd1,1,False,True,False,0.0,4.0,0.0,4.0,454.0,452.0
Srrm4,2,False,True,False,2.0,6.0,2.0,6.0,454.0,452.0
Ubl7,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Lrr1,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Inmt,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Pkd1l2,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Exosc8,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Tgif2,1,False,False,False,2.0,2.0,2.0,2.0,767.0,745.0
Scfd1,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Lpxn,1,False,True,False,2.0,5.0,2.0,5.0,454.0,452.0
Ntrk2,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Rsf1,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Cttn,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Cxcl5,1,False,False,False,2.0,2.0,2.0,2.0,209.0,211.0
Hnrnpr,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
Zfp445,2,True,True,True,4.0,4.0,3.0,4.0,475.0,485.0
Slfn14,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Il36rn,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Neurl4,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Mipol1,1,False,False,False,2.0,1.0,0.0,0.0,475.0,485.0
Tfrc,1,False,False,False,2.0,2.0,2.0,2.0,169.0,177.0
Kcne3,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Nfatc2ip,1,True,True,True,5.0,3.0,5.0,3.0,767.0,745.0
Tmem145,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Sec22b,1,False,True,False,0.0,4.0,0.0,4.0,454.0,452.0
Irx6,1,False,True,False,2.0,3.0,2.0,3.0,209.0,211.0
Pmel,1,True,True,True,4.0,4.0,4.0,4.0,475.0,485.0
Cflar,1,True,True,True,3.0,3.0,3.0,3.0,767.0,745.0
Mgmt,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Stxbp1,1,True,True,True,3.0,4.0,3.0,4.0,1264.0,1277.0
Ccdc186,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Cgref1,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Cog3,1,False,True,False,4.0,4.0,2.0,3.0,475.0,485.0
Metrnl,1,True,False,False,4.0,0.0,4.0,0.0,454.0,452.0
Kcnip3,1,True,True,True,3.0,3.0,3.0,3.0,767.0,745.0
Mphosph9,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Gramd2a,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Crtc3,1,False,False,False,2.0,1.0,2.0,1.0,285.0,289.0
Acy3,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Tmem14a,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ccdc50,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Slc16a4,1,False,False,False,2.0,2.0,2.0,2.0,454.0,452.0
Mtmr7,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Cbr3,1,True,True,True,3.0,3.0,3.0,3.0,767.0,745.0
Ccnb1,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Fbxo21,1,True,False,False,4.0,2.0,4.0,2.0,1264.0,1277.0
Sap30,1,True,True,True,4.0,3.0,4.0,3.0,1264.0,1277.0
Fads6,1,True,True,True,4.0,4.0,4.0,4.0,959.0,950.0
Syn3,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Orc2,1,True,True,True,4.0,4.0,4.0,4.0,1264.0,1277.0
Ppp1r36,1,False,False,False,2.0,1.0,2.0,1.0,1264.0,1277.0
Maco1,1,False,False,False,,,,,,
Herc4,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
G6pd2,1,False,False,False,2.0,2.0,2.0,2.0,293.0,295.0
Cant1,2,True,True,True,4.0,4.0,4.0,4.0,475.0,485.0
Alpk3,1,False,False,False,2.0,2.0,2.0,2.0,434.0,426.0
Dsg1c,1,False,False,False,2.0,2.0,2.0,2.0,285.0,289.0
Prmt6,1,False,False,False,2.0,2.0,2.0,2.0,83.0,64.0
