gene_symbol,allele_symbol,zygosity,phenotyping_center,count
Usp3,Usp3<tm1b(EUCOMM)Wtsi>,heterozygote,MRC Harwell,4
Usp32,Usp32<em1(IMPC)Mhzh>,heterozygote,MARC,6
Usp40,Usp40<em1(IMPC)Marc>,homozygote,MARC,6
Usp43,Usp43<em1(IMPC)Marc>,homozygote,MARC,4
Usp45,Usp45<em1(IMPC)H>,homozygote,MRC Harwell,4
Usp45,Usp45<em1(IMPC)Marc>,homozygote,MARC,4
Usp46,Usp46<em1(IMPC)Marc>,homozygote,MARC,4
Utp4,Utp4<em1(IMPC)J>,heterozygote,JAX,8
Vamp4,Vamp4<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,16
Vapb,Vapb<em1(IMPC)H>,homozygote,MRC Harwell,3
Vdr,Vdr<em1(IMPC)Hmgu>,homozygote,HMGU,7
Vldlr,Vldlr<em1(IMPC)Mbp>,homozygote,UC Davis,4
Vps13b,Vps13b<em1(IMPC)Tcp>,homozygote,TCP,6
Vps53,Vps53<tm1a(KOMP)Wtsi>,heterozygote,WTSI,4
Vrk1,Vrk1<em1(IMPC)Mbp>,heterozygote,UC Davis,4
Vsig4,Vsig4<tm1b(EUCOMM)Hmgu>,hemizygote,JAX,4
Vsig8,Vsig8<tm1.1(KOMP)Mbp>,homozygote,JAX,8
Vsir,Vsir<tm1.1(KOMP)Vlcg>,homozygote,UC Davis,4
Vsx1,Vsx1<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,15
Wbp1,Wbp1<em1(IMPC)Tcp>,homozygote,TCP,4
Wdfy3,Wdfy3<em1(IMPC)Mbp>,heterozygote,UC Davis,6
Wdr12,Wdr12<tm1.1(KOMP)Vlcg>,heterozygote,JAX,8
Wdr17,Wdr17<em1(IMPC)J>,homozygote,JAX,8
Wdr25,Wdr25<em1(IMPC)J>,heterozygote,JAX,7
Wdr27,Wdr27<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,14
Wdr36,Wdr36<tm1.1(KOMP)Vlcg>,heterozygote,JAX,5
Wdr49,Wdr49<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,16
Wdr89,Wdr89<tm1a(KOMP)Wtsi>,homozygote,WTSI,7
Wdtc1,Wdtc1<tm1a(KOMP)Wtsi>,homozygote,WTSI,7
Wfdc11,Wfdc11<em1(IMPC)Marc>,homozygote,MARC,6
Wfdc18,Wfdc18<tm1a(KOMP)Wtsi>,homozygote,WTSI,6
Wnk2,Wnk2<em1Murr>,homozygote,JAX,8
Wnt10a,Wnt10a<tm1.1(KOMP)Vlcg>,homozygote,UC Davis,6
Wnt16,Wnt16<tm2b(EUCOMM)Wtsi>,heterozygote,WTSI,4
Wnt3a,Wnt3a<em1(IMPC)Ccpcz>,heterozygote,CCP-IMG,16
Xbp1,Xbp1<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,4
Xpo4,Xpo4<em1(IMPC)Tcp>,heterozygote,TCP,4
Xylt1,Xylt1<em1(IMPC)J>,heterozygote,JAX,8
Yif1a,Yif1a<em1(IMPC)J>,homozygote,JAX,8
Zdhhc16,Zdhhc16<tm1b(EUCOMM)Hmgu>,heterozygote,MRC Harwell,4
Zdhhc20,Zdhhc20<em1(IMPC)Hmgu>,homozygote,HMGU,8
Zfat,Zfat<em1(IMPC)Ccpcz>,heterozygote,CCP-IMG,18
Zfc3h1,Zfc3h1<em1(IMPC)Mbp>,heterozygote,UC Davis,4
Zfp14,Zfp14<tm1b(KOMP)Wtsi>,homozygote,JAX,8
Zfp189,Zfp189<em1(IMPC)J>,homozygote,JAX,8
Zfp202,Zfp202<em1(IMPC)J>,homozygote,JAX,8
Zfp219,Zfp219<em1(IMPC)J>,homozygote,JAX,8
Zfp260,Zfp260<tm1b(NCOM)Mfgc>,heterozygote,TCP,4
Zfp260,Zfp260<tm1b(NCOM)Mfgc>,homozygote,TCP,3
Zfp28,Zfp28<em1(IMPC)J>,homozygote,JAX,7
Zfp280c,Zfp280c<em1(IMPC)Hmgu>,hemizygote,HMGU,4
Zfp280c,Zfp280c<em1(IMPC)Hmgu>,homozygote,HMGU,4
Zfp329,Zfp329<em1(IMPC)J>,homozygote,JAX,8
Zfp341,Zfp341<tm1a(KOMP)Wtsi>,homozygote,WTSI,4
Zfp346,Zfp346<tm1.1(KOMP)Vlcg>,heterozygote,JAX,8
Zfp385b,Zfp385b<em1(IMPC)J>,homozygote,JAX,8
Zfp398,Zfp398<em1(IMPC)Mbp>,homozygote,UC Davis,4
Zfp40,Zfp40<tm1b(KOMP)Wtsi>,homozygote,JAX,8
Zfp407,Zfp407<em1(IMPC)J>,heterozygote,JAX,8
Zfp423,Zfp423<em1(IMPC)J>,heterozygote,JAX,8
Zfp451,Zfp451<tm1b(EUCOMM)Hmgu>,homozygote,TCP,4
Zfp512b,Zfp512b<em1(IMPC)J>,homozygote,JAX,7
Zfp536,Zfp536<tm1.1(KOMP)Wtsi>,heterozygote,JAX,8
Zfp541,Zfp541<em1(IMPC)J>,homozygote,JAX,7
Zfp612,Zfp612<em1(IMPC)J>,homozygote,JAX,8
Zfp638,Zfp638<em1(IMPC)J>,heterozygote,JAX,7
Zfp641,Zfp641<em1(IMPC)J>,homozygote,JAX,7
Zfp644,Zfp644<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,16
Zfp689,Zfp689<tm1.1(KOMP)Vlcg>,homozygote,JAX,8
Zfp692,Zfp692<em1(IMPC)J>,homozygote,JAX,8
Zfp711,Zfp711<em1(IMPC)J>,hemizygote,JAX,4
Zfp711,Zfp711<em1(IMPC)J>,homozygote,JAX,4
Zfp791,Zfp791<tm1a(KOMP)Wtsi>,homozygote,WTSI,8
Zfp84,Zfp84<tm1b(KOMP)Wtsi>,homozygote,WTSI,4
Zfp879,Zfp879<tm2b(KOMP)Wtsi>,homozygote,WTSI,4
Zfp961,Zfp961<tm1.1(KOMP)Mbp>,homozygote,JAX,7
Zim1,Zim1<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,16
Zmynd12,Zmynd12<em1(IMPC)J>,homozygote,JAX,5
Zmynd19,Zmynd19<em1(IMPC)J>,homozygote,JAX,8
Znhit1,Znhit1<em1(IMPC)J>,heterozygote,JAX,7
Zscan12,Zscan12<em1(IMPC)J>,homozygote,JAX,7
Zscan5b,Zscan5b<em1(IMPC)J>,homozygote,JAX,8
Zyg11b,Zyg11b<em1(IMPC)J>,heterozygote,JAX,8
