gene_symbol,allele_symbol,zygosity,phenotyping_center,n_mutants,n_males,n_females,genetic_background,pipeline_name,n_controls
Slc20a2,Slc20a2<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,7,2,5,involves: C57BL/6N,MGP Select Pipeline,960
Slc25a20,Slc25a20<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Slc25a21,Slc25a21<tm1d(KOMP)Wtsi>,homozygote,WTSI,5,1,4,involves: B6Brd;B6Dnk;B6N-Tyr<c-Brd>,MGP Select Pipeline,960
Slc25a28,Slc25a28<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Slc25a30,Slc25a30<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Slc25a4,Slc25a4<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,1,3,involves: C57BL/6N,MGP Select Pipeline,960
Slc38a10,Slc38a10<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,5,2,3,involves: C57BL/6N,MGP Select Pipeline,960
Slc38a2,Slc38a2<tm1a(KOMP)Wtsi>,heterozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Slc5a7,Slc5a7<tm1a(KOMP)Wtsi>,heterozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Slc66a3,Slc66a3<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,3,1,involves: C57BL/6N,MGP Select Pipeline,960
Slitrk4,Slitrk4<tm1b(KOMP)Wtsi>,hemizygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Slu7,Slu7<tm1a(KOMP)Wtsi>,heterozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Slx4ip,Slx4ip<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Smg9,Smg9<tm1b(EUCOMM)Wtsi>,heterozygote,WTSI,4,3,1,involves: C57BL/6N,MGP Select Pipeline,960
Smpd4,Smpd4<tm2b(KOMP)Wtsi>,heterozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Smyd5,Smyd5<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Snap47,Snap47<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Snx31,Snx31<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Snx8,Snx8<tm2a(EUCOMM)Hmgu>,homozygote,WTSI,4,3,1,involves: C57BL/6N,MGP Select Pipeline,960
Spata25,Spata25<tm1(KOMP)Wtsi>,homozygote,WTSI,8,4,4,involves: C57BL/6N,MGP Select Pipeline,960
Spink10,Spink10<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Spink14,Spink14<tm1e(KOMP)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Spns2,Spns2<tm1b(KOMP)Wtsi>,homozygote,WTSI,8,6,2,involves: B6Brd;B6Dnk;B6N-Tyr<c-Brd>,MGP Select Pipeline,960
Spopl,Spopl<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,5,3,2,involves: C57BL/6N,MGP Select Pipeline,960
Sqle,Sqle<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,6,3,3,involves: C57BL/6N,MGP Select Pipeline,960
Srrm4,Srrm4<tm1e(EUCOMM)Wtsi>,heterozygote,WTSI,7,1,6,involves: C57BL/6N,MGP Select Pipeline,960
Srrm4,Srrm4<tm1e(EUCOMM)Wtsi>,homozygote,WTSI,3,2,1,involves: C57BL/6N,MGP Select Pipeline,960
Srsf7,Srsf7<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,8,5,3,involves: C57BL/6N,MGP Select Pipeline,960
Ssbp1,Ssbp1<tm1a(KOMP)Wtsi>,heterozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Ssr2,Ssr2<tm1b(EUCOMM)Wtsi>,heterozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Stard8,Stard8<tm1a(EUCOMM)Wtsi>,hemizygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Stard8,Stard8<tm1b(EUCOMM)Wtsi>,hemizygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Stau2,Stau2<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,3,1,involves: C57BL/6N,MGP Select Pipeline,960
Stimate,Stimate<tm2b(KOMP)Wtsi>,homozygote,WTSI,6,2,4,involves: C57BL/6N,MGP Select Pipeline,960
Stxbp4,Stxbp4<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,6,2,4,involves: C57BL/6N,MGP Select Pipeline,960
Sult1c1,Sult1c1<tm1b(KOMP)Wtsi>,homozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Supt3,Supt3<tm1a(EUCOMM)Hmgu>,heterozygote,WTSI,4,3,1,involves: C57BL/6N,MGP Select Pipeline,960
Supt5,Supt5<tm2a(KOMP)Wtsi>,heterozygote,WTSI,4,3,1,involves: C57BL/6N,MGP Select Pipeline,960
Syt1,Syt1<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Syt16,Syt16<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,1,3,involves: C57BL/6N,MGP Select Pipeline,960
Tatdn3,Tatdn3<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,5,3,2,involves: C57BL/6N,MGP Select Pipeline,960
Tatdn3,Tatdn3<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,8,4,4,involves: C57BL/6N,MGP Select Pipeline,960
Tbc1d22a,Tbc1d22a<tm1b(KOMP)Wtsi>,homozygote,WTSI,4,3,1,involves: C57BL/6N,MGP Select Pipeline,960
Tceal5,Tceal5<tm1a(KOMP)Wtsi>,hemizygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Tceal5,Tceal5<tm1b(KOMP)Wtsi>,hemizygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Tceal9,Tceal9<tm1a(KOMP)Wtsi>,hemizygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Tcf4,Tcf4<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,4,1,3,involves: C57BL/6N,MGP Select Pipeline,960
Tcf4,Tcf4<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,1,0,1,involves: C57BL/6N,MGP Select Pipeline,960
Tcf7l2,Tcf7l2<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Tchp,Tchp<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,3,1,involves: C57BL/6N,MGP Select Pipeline,960
Tcp11,Tcp11<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,6,0,6,involves: C57BL/6N,MGP Select Pipeline,960
Tcte1,Tcte1<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Tead3,Tead3<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Tent5c,Tent5c<tm1b(KOMP)Wtsi>,heterozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Tepsin,Tepsin<tm1b(KOMP)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Tet1,Tet1<tm1a(KOMP)Wtsi>,heterozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Tet1,Tet1<tm1a(KOMP)Wtsi>,homozygote,WTSI,2,1,1,involves: C57BL/6N,MGP Select Pipeline,960
Tex38,Tex38<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Tff1,Tff1<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,6,4,2,involves: C57BL/6N,MGP Select Pipeline,960
Tgfb1i1,Tgfb1i1<tm1b(KOMP)Wtsi>,homozygote,WTSI,7,1,6,involves: C57BL/6N,MGP Select Pipeline,960
Tgm6,Tgm6<tm1a(KOMP)Wtsi>,homozygote,WTSI,5,0,5,involves: C57BL/6N,MGP Select Pipeline,960
Timeless,Timeless<tm1b(EUCOMM)Hmgu>,heterozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Timmdc1,Timmdc1<tm1b(EUCOMM)Wtsi>,heterozygote,WTSI,5,5,0,involves: C57BL/6N,MGP Select Pipeline,960
Tlr11,Tlr11<em1(IMPC)Wtsi>,homozygote,WTSI,2,1,1,involves: C57BL/6N,MGP Select Pipeline,960
Tm9sf4,Tm9sf4<tm1a(KOMP)Wtsi>,homozygote,WTSI,5,4,1,involves: C57BL/6N,MGP Select Pipeline,960
Tmc3,Tmc3<tm2b(KOMP)Wtsi>,homozygote,WTSI,7,2,5,involves: C57BL/6N,MGP Select Pipeline,960
Tmco2,Tmco2<tm1a(KOMP)Wtsi>,homozygote,WTSI,2,2,0,involves: C57BL/6N,MGP Select Pipeline,960
Tmem126a,Tmem126a<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Tmem127,Tmem127<tm1(KOMP)Wtsi>,homozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Tmem18,Tmem18<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Tmem185a,Tmem185a<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Tmem241,Tmem241<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,4,1,3,involves: C57BL/6N,MGP Select Pipeline,960
Tmem254,Tmem254<tm2a(KOMP)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Tmem30a,Tmem30a<tm1a(KOMP)Wtsi>,heterozygote,WTSI,5,4,1,involves: C57BL/6N,MGP Select Pipeline,960
Tmem37,Tmem37<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Tmem42,Tmem42<tm1b(KOMP)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Tnik,Tnik<tm3a(EUCOMM)Wtsi>,homozygote,WTSI,5,5,0,involves: C57BL/6N,MGP Select Pipeline,960
Tomm20l,Tomm20l<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,5,3,2,involves: C57BL/6N,MGP Select Pipeline,960
Tomm20l,Tomm20l<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,7,2,5,involves: C57BL/6N,MGP Select Pipeline,960
Traf2,Traf2<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Traf6,Traf6<tm2a(EUCOMM)Wtsi>,heterozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Tram2,Tram2<tm1a(KOMP)Wtsi>,homozygote,WTSI,8,3,5,involves: C57BL/6N,MGP Select Pipeline,960
Trappc10,Trappc10<tm1b(KOMP)Wtsi>,homozygote,WTSI,6,2,4,involves: C57BL/6N,MGP Select Pipeline,960
Trappc9,Trappc9<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Trem1,Trem1<tm1(KOMP)Vlcg>,homozygote,WTSI,4,1,3,involves: C57BL/6N,MGP Select Pipeline,960
Trim17,Trim17<tm1e(EUCOMM)Wtsi>,homozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Trim21,Trim21<em1(IMPC)Wtsi>,homozygote,WTSI,6,3,3,involves: C57BL/6N,MGP Select Pipeline,960
Trim25,Trim25<tm2b(EUCOMM)Hmgu>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Trim29,Trim29<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,3,1,involves: C57BL/6N,MGP Select Pipeline,960
Trim29,Trim29<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Trim56,Trim56<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Trim65,Trim65<tm1b(KOMP)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Trmt2a,Trmt2a<tm2b(EUCOMM)Wtsi>,homozygote,WTSI,5,0,5,involves: C57BL/6N,MGP Select Pipeline,960
Trp53rkb,Trp53rkb<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Trub2,Trub2<tm2a(EUCOMM)Wtsi>,heterozygote,WTSI,4,1,3,involves: C57BL/6N,MGP Select Pipeline,960
Tsfm,Tsfm<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Tsks,Tsks<em1(IMPC)Wtsi>,homozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Ttll11,Ttll11<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,1,3,involves: C57BL/6N,MGP Select Pipeline,960
Tuba3a,Tuba3a<tm1b(KOMP)Wtsi>,homozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Tuft1,Tuft1<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Ubash3a,Ubash3a<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Ube2d1,Ube2d1<tm3e(EUCOMM)Wtsi>,homozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Ubxn10,Ubxn10<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,7,4,3,involves: C57BL/6N,MGP Select Pipeline,960
Uevld,Uevld<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Umodl1,Umodl1<tm1a(KOMP)Wtsi>,homozygote,WTSI,6,5,1,involves: C57BL/6N,MGP Select Pipeline,960
Unk,Unk<tm1a(KOMP)Wtsi>,homozygote,WTSI,6,6,0,involves: C57BL/6N,MGP Select Pipeline,960
Upb1,Upb1<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Uri1,Uri1<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Ush1c,Ush1c<tm1a(KOMP)Wtsi>,homozygote,WTSI,6,4,2,involves: C57BL/6N,MGP Select Pipeline,960
Ushbp1,Ushbp1<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,8,3,5,involves: C57BL/6N,MGP Select Pipeline,960
Usp11,Usp11<tm1(KOMP)Wtsi>,homozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Usp20,Usp20<tm1a(EUCOMM)Hmgu>,homozygote,WTSI,4,1,3,involves: C57BL/6N,MGP Select Pipeline,960
Usp21,Usp21<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Usp22,Usp22<tm1a(KOMP)Wtsi>,heterozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Usp24,Usp24<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Usp3,Usp3<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Usp3,Usp3<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,1,0,1,involves: C57BL/6N,MGP Select Pipeline,960
Usp30,Usp30<tm2b(EUCOMM)Hmgu>,homozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Usp37,Usp37<em1(IMPC)Wtsi>,heterozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Usp5,Usp5<tm1a(EUCOMM)Hmgu>,heterozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Vamp3,Vamp3<tm2b(EUCOMM)Wtsi>,homozygote,WTSI,7,2,5,involves: C57BL/6N,MGP Select Pipeline,960
Virma,Virma<tm1a(KOMP)Wtsi>,heterozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Vps13a,Vps13a<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,6,2,4,involves: C57BL/6N,MGP Select Pipeline,960
Vps33b,Vps33b<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Vps51,Vps51<tm1a(KOMP)Wtsi>,heterozygote,WTSI,6,2,4,involves: C57BL/6N,MGP Select Pipeline,960
Vps53,Vps53<tm1a(KOMP)Wtsi>,heterozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Vps72,Vps72<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,6,5,1,involves: C57BL/6N,MGP Select Pipeline,960
Vwa3a,Vwa3a<tm1b(KOMP)Wtsi>,homozygote,WTSI,6,4,2,involves: C57BL/6N,MGP Select Pipeline,960
Vxn,Vxn<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,3,1,involves: C57BL/6N,MGP Select Pipeline,960
Vxn,Vxn<tm1b(KOMP)Wtsi>,homozygote,WTSI,4,3,1,involves: C57BL/6N,MGP Select Pipeline,960
Wac,Wac<tm2b(EUCOMM)Wtsi>,heterozygote,WTSI,4,1,3,involves: C57BL/6N,MGP Select Pipeline,960
Washc2,Washc2<tm2b(KOMP)Wtsi>,heterozygote,WTSI,4,1,3,involves: C57BL/6N,MGP Select Pipeline,960
Wdr37,Wdr37<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Wdr87-ps,Wdr87-ps<em1(IMPC)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Wdr89,Wdr89<tm1a(KOMP)Wtsi>,homozygote,WTSI,7,7,0,involves: C57BL/6N,MGP Select Pipeline,960
Wdtc1,Wdtc1<tm1a(KOMP)Wtsi>,homozygote,WTSI,7,3,4,involves: C57BL/6N,MGP Select Pipeline,960
Wfdc18,Wfdc18<tm1a(KOMP)Wtsi>,homozygote,WTSI,6,6,0,involves: C57BL/6N,MGP Select Pipeline,960
Wfikkn2,Wfikkn2<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,3,2,1,involves: C57BL/6N,MGP Select Pipeline,960
Wnt16,Wnt16<tm2b(EUCOMM)Wtsi>,heterozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Wnt3,Wnt3<tm2a(EUCOMM)Wtsi>,heterozygote,WTSI,6,3,3,involves: C57BL/6N,MGP Select Pipeline,960
Wrap53,Wrap53<tm1b(EUCOMM)Wtsi>,heterozygote,WTSI,4,3,1,involves: C57BL/6N,MGP Select Pipeline,960
Xbp1,Xbp1<tm1a(EUCOMM)Wtsi>,heterozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Xkrx,Xkrx<tm1b(EUCOMM)Wtsi>,hemizygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Xndc1,Xndc1<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,5,3,2,involves: C57BL/6N,MGP Select Pipeline,960
Xpnpep1,Xpnpep1<tm1a(KOMP)Wtsi>,heterozygote,WTSI,4,1,3,involves: C57BL/6N,MGP Select Pipeline,960
Xpnpep1,Xpnpep1<tm1a(KOMP)Wtsi>,homozygote,WTSI,7,4,3,involves: C57BL/6N,MGP Select Pipeline,960
Xxylt1,Xxylt1<tm1a(EUCOMM)Hmgu>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Ydjc,Ydjc<tm1(KOMP)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Yipf7,Yipf7<tm1e(KOMP)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Ypel4,Ypel4<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Zbed5,Zbed5<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,4,3,1,involves: C57BL/6N,MGP Select Pipeline,960
Zc3h14,Zc3h14<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Zcchc14,Zcchc14<tm1a(KOMP)Wtsi>,heterozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Zcchc14,Zcchc14<tm1a(KOMP)Wtsi>,homozygote,WTSI,3,2,1,involves: C57BL/6N,MGP Select Pipeline,960
Zfp175,Zfp175<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Zfp182,Zfp182<tm1a(KOMP)Wtsi>,hemizygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Zfp182,Zfp182<tm1b(KOMP)Wtsi>,hemizygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Zfp239,Zfp239<tm1b(KOMP)Wtsi>,homozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Zfp266,Zfp266<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,4,1,3,involves: C57BL/6N,MGP Select Pipeline,960
Zfp287,Zfp287<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,8,4,4,involves: C57BL/6N,MGP Select Pipeline,960
Zfp341,Zfp341<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Zfp365,Zfp365<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,1,3,involves: C57BL/6N,MGP Select Pipeline,960
Zfp408,Zfp408<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Zfp616,Zfp616<tm1b(KOMP)Wtsi>,homozygote,WTSI,4,1,3,involves: C57BL/6N,MGP Select Pipeline,960
Zfp719,Zfp719<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,10,4,6,involves: C57BL/6N,MGP Select Pipeline,960
Zfp719,Zfp719<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,11,7,4,involves: C57BL/6N,MGP Select Pipeline,960
Zfp763,Zfp763<em1(IMPC)Wtsi>,homozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Zfp791,Zfp791<tm1a(KOMP)Wtsi>,homozygote,WTSI,8,4,4,involves: C57BL/6N,MGP Select Pipeline,960
Zfp84,Zfp84<tm1b(KOMP)Wtsi>,homozygote,WTSI,4,2,2,involves: C57BL/6N,MGP Select Pipeline,960
Zfp879,Zfp879<tm2b(KOMP)Wtsi>,homozygote,WTSI,4,3,1,involves: C57BL/6N,MGP Select Pipeline,960
Zfyve28,Zfyve28<tm1b(EUCOMM)Wtsi>,homozygote,WTSI,4,0,4,involves: C57BL/6N,MGP Select Pipeline,960
Zkscan17,Zkscan17<tm1b(EUCOMM)Wtsi>,heterozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Zranb1,Zranb1<tm1a(EUCOMM)Hmgu>,homozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Zscan10,Zscan10<tm2a(EUCOMM)Wtsi>,heterozygote,WTSI,4,4,0,involves: C57BL/6N,MGP Select Pipeline,960
Zscan2,Zscan2<tm1a(KOMP)Wtsi>,homozygote,WTSI,4,3,1,involves: C57BL/6N,MGP Select Pipeline,960
